index,Laptop Brand, Processor Brand ,Clock Speed,Cache,Number of Cores,SSD Capacity,HDD Capacity,RAM,Graphic Processor,Dedicated Graphic Memory Capacity,Screen Size,Screen Resolution,Battery Cell,Weight,Cost,Link
52,DELL,AMD,3.5,4,2,512 GB,,8 GB,AMD Radeon Radeon Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixels,3,1.8 Kg,"₹40,690",https://www.flipkart.com/dell-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-inspiron-3515-thin-light-laptop/p/itmd45c13858a283?pid=COMGC3HZZXDJWCDT&lid=LSTCOMGC3HZZXDJWCDTDBPNOP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGC3HZZXDJWCDT.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
53,DELL,Intel,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,6 MB,4,256 GB,,8 GB,Intel Integrated UHD,,38.0 cm (14.96 Inch),1920 x 1080 Pixel,3 Cell,1.8 kg,"₹40,590",https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-3515-notebook/p/itmd6bf37ed6662a?pid=COMGD436FBZYMZRS&lid=LSTCOMGD436FBZYMZRSSJHVWU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGD436FBZYMZRS.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
54,DELL,Intel,3.1,4,4,256 GB,,8 GB,Intel Integrated UHD Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixels,3,1.61 Kg,"₹39,490",https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmcc4420f399faf?pid=COMG9NYDK7VGYKU4&lid=LSTCOMG9NYDK7VGYKU4N0GKFO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMG9NYDK7VGYKU4.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
55,DELL,AMD,2.7 GHz upto max turbo frequency at 4.1 Ghz,8,4,512 GB,,8 GB,AMD Radeon AMD,,35.56 cm (14 Inch),1920 x 1080 Pixel,3,1.48 Kg,"₹32,990",https://www.flipkart.com/dell-inspiron-pentium-silver-8-gb-256-gb-ssd-windows-11-home-3521-notebook/p/itm8a3845e0d7c3d?pid=COMGCYF92HFJXHTU&lid=LSTCOMGCYF92HFJXHTUAWJIWY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGCYF92HFJXHTU.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
56,DELL,Intel,2.4 GHz upto max turbo frequency at 4.2 Ghz,8,2,512 GB,,8 GB,Intel Integrated UHD Graphics,,35.56 cm (14 inch),1920 x 1080 Pixel,3,1.48 Kg,"₹39,990",https://www.flipkart.com/dell-ryzen-3-quad-core-5425u-8-gb-512-gb-ssd-windows-11-home-vostro-3425-thin-light-laptop/p/itmd0337f7f60741?pid=COMGF478YE3YYPC6&lid=LSTCOMGF478YE3YYPC6HKHQLK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_9&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGF478YE3YYPC6.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
57,DELL,Intel,"Base Frequency 1.7 GHz, Max Turbo Frequency at 4.1 GHz",6 MB,4,512 GB,,8 GB,Intel Integrated UHD,,39.62 cm (15.6 inch),1920 x 1080 Pixels,3 Cell,1.8 kg,"₹53,090",https://www.flipkart.com/dell-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-vostro-3420-notebook/p/itm42d515343ecd6?pid=COMGFPEHHGMYMH6N&lid=LSTCOMGFPEHHGMYMH6NU3UNQQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGFPEHHGMYMH6N.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
58,DELL,AMD,2.7 GHz upto max turbo frequency at 4.1 Ghz,8,4,256 GB,,8 GB,AMD Radeon AMD,,35.56 cm (14 Inch),1920 x 1080 Pixel,4,1.48 Kg,"₹42,999",https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itma07f53e68b4af?pid=COMGF478WJG7FDQQ&lid=LSTCOMGF478WJG7FDQQENSZRA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGF478WJG7FDQQ.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
59,DELL,AMD,2.7 GHz upto max turbo frequency at 4.1 Ghz,8,10,512 GB,,8 GB,AMD Radeon Radeon Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixels,Upto 7 hours,1.68 Kg,"₹35,990",https://www.flipkart.com/dell-ryzen-3-quad-core-5425u-8-gb-256-gb-ssd-windows-11-home-vostro-3425-thin-light-laptop/p/itm87a7815a7be2d?pid=COMGF478GJ9HHZGK&lid=LSTCOMGF478GJ9HHZGKLHBBX4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGF478GJ9HHZGK.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
60,DELL,Intel,1.2 GHz to max turbo frequency at 4.4 Ghz,12,2,512 GB,,8 GB,Intel Integrated UHD,,40.64 cm (16 Inch),1920 x 1080 Pixel,4 Cell,1.91 kg,"₹41,990",https://www.flipkart.com/dell-ryzen-3-quad-core-5425u-8-gb-512-gb-ssd-windows-11-home-inspiron-3525-thin-light-laptop/p/itm50e4a401de3f8?pid=COMGF3B77Q3Y5RRQ&lid=LSTCOMGF3B77Q3Y5RRQISKMQD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_13&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGF3B77Q3Y5RRQ.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
61,DELL,Intel,1.2 GHz Upto Max Turbo Frequency at 3.4 GHz,4,2,512 GB,,8 GB,Intel Integrated UHD,,39.62 cm (15.6 inch),1920 x 1080 Pixel,3 Cell,1.8 Kg,"₹64,490",https://www.flipkart.com/dell-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-vostro-5620-laptop/p/itme610035789450?pid=COMGFHHC3XAVXZWW&lid=LSTCOMGFHHC3XAVXZWWJUIKHU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGFHHC3XAVXZWW.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
62,DELL,Intel,4.2,8,6,512 GB,,8 GB,Intel Integrated Iris Xe Graphics,,35.56 cm (14 Inch),1920 x 1080 Pixels,3,1.59 Kg,"₹42,290",https://www.flipkart.com/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-3510-icl-thin-light-laptop/p/itmeab0124b49873?pid=COMGBP5FDEBNMTGG&lid=LSTCOMGBP5FDEBNMTGGQNYFZH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGBP5FDEBNMTGG.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
63,DELL,AMD,2.3 GHz to max turbo frequency at 4.3 Ghz,16,6,512 GB,,8 GB,AMD Radeon AMD,,40.64 cm (16 Inch),1920 x 1080 Pixel,4 Cell,1.91 kg,"₹52,290",https://www.flipkart.com/dell-vostro-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-3400-notebook/p/itmafd6af8bdd111?pid=COMGC3HZSD5563YC&lid=LSTCOMGC3HZSD5563YCU5RLKX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGC3HZSD5563YC.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
64,DELL,Intel,0.9 GHz upto max turbo frequency at 4.4 Ghz,10,4,512 GB,,8 GB,Intel Integrated UHD Graphics,,35.56 cm (14 inch),1920 x 1080 Pixel,4,1.57 Kg,"₹59,990",https://www.flipkart.com/dell-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-vostro-5625-laptop/p/itma8db282944d83?pid=COMGFHHCGEBXA6WH&lid=LSTCOMGFHHCGEBXA6WHYYNUGW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGFHHCGEBXA6WH.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
65,DELL,AMD,"Base Frequency 2.7 GHz, Max Turbo Frequency at 4.1 GHz",8 MB,4,512 GB,,8 GB,AMD Radeon AMD,,39.62 cm (15.6 inch),1920 x 1080 Pixels,3 Cell,1.68 kg,"₹60,990",https://www.flipkart.com/dell-inspiron-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-7420-thin-light-laptop/p/itm0e0d5f29cbb75?pid=COMGFRHGRETUUUNN&lid=LSTCOMGFRHGRETUUUNNPVWLIX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGFRHGRETUUUNN.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
66,DELL,AMD,2.1 GHz to Max Turbo Frequency at 3.5 GHz,4,4,256 GB,,8 GB,AMD Radeon,,35.56 cm (14 inch),1920 x 1080 Pixels,3 Cell,1.59 Kg,"₹43,590",https://www.flipkart.com/dell-inspiron-ryzen-3-quad-core-5425u-8-gb-512-gb-ssd-windows-11-home-3525-thin-light-laptop/p/itm6fafc451e8a8b?pid=COMGF3B75NKJGJNF&lid=LSTCOMGF3B75NKJGJNFMGFUTD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGF3B75NKJGJNF.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
67,DELL,Intel,4.5,8,2,512 GB,,8 GB,Intel Integrated Iris Xe Graphics,,35.56 cm (14 Inch),1920 x 1080 Pixels,3,1.5 Kgs,"₹40,290",https://www.flipkart.com/dell-vostro-ryzen-5-quad-core-r5-3450u-8-gb-256-gb-ssd-windows-11-home-3405-thin-light-laptop/p/itm6e166f5d09782?pid=COMG9NYDGGGKQH4G&lid=LSTCOMG9NYDGGGKQH4GPNDPJJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMG9NYDGGGKQH4G.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
68,DELL,AMD,2.6 GHz to Max Turbo Frequency at 3.5 GHz,4,2,512 GB,,8 GB,AMD Radeon,,88.9 cm (35 cm),1920 x 1080 Pixels,3 Cell,1.59 Kg,"₹71,490",https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-5410-2-1-laptop/p/itma0ee13d6817e5?pid=COMGAD2B9KZKRNHP&lid=LSTCOMGAD2B9KZKRNHPTYQCCR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGAD2B9KZKRNHP.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
69,DELL,Intel,3.4,4,,512 GB,,8 GB,Intel Integrated UHD Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixels,3,1.8 Kgs,"₹36,590",https://www.flipkart.com/dell-vostro-ryzen-3-dual-core-r3-3250u-8-gb-1-tb-hdd-windows-11-home-3405-thin-light-laptop/p/itma47a896a440ff?pid=COMG9NYDTKAQKCAW&lid=LSTCOMG9NYDTKAQKCAW1ESTPX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMG9NYDTKAQKCAW.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
70,DELL,AMD,Base 2.1 GHz Upto Max Turbo Frequency at 3.5 GHz,4 MB,,,,8 GB,AMD Radeon Vega Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixel,3 Cell,1.8 kg,"₹40,990",https://www.flipkart.com/dell-vostro-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-3510-thin-light-laptop/p/itm4026bcf6107a8?pid=COMGBP5FFVGDQFXY&lid=LSTCOMGBP5FFVGDQFXYP0TQHF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGBP5FFVGDQFXY.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
71,DELL,,,,,,,,,,,,,,"₹46,790",https://www.flipkart.com/dell-inspiron-ryzen-5-dual-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm9130b557c4381?pid=COMGC3HZXGYTWJX9&lid=LSTCOMGC3HZXGYTWJX97ZUJKH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=dc2137cd-fda8-4c52-852d-5e5be9a32cac.COMGC3HZXGYTWJX9.SEARCH&ppt=None&ppn=None&ssid=kg8031n77k0000001663391307833&qH=c06ea84a1e3dc3c6
72,acer,AMD,2.1 GHz with Turbo Boost Upto 4.0 GHz,11 MB,6,512 GB,1 TB,8 GB,NVIDIA GeForce GTX 1650,4 GB,39.62 cm (15.6 inch),1920 x 1080 Pixel,3,2.15 kg,"₹49,990",https://www.flipkart.com/acer-aspire-7-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-a715-42g-a715-42g-r2ne-gaming-laptop/p/itmf26ac2ffc71a8?pid=COMGYCG8ZBXWPYUU&lid=LSTCOMGYCG8ZBXWPYUUSTSMVQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGYCG8ZBXWPYUU.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
73,acer,Intel,"Base Clock 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",8,2,512 GB,1 TB,8 GB,Intel Integrated UHD,6 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixel,3,1.7 Kg,"₹33,319",https://www.flipkart.com/acer-extensa-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-ex-215-54-215-54-356v-thin-light-laptop/p/itm04c565616da14?pid=COMGGYEBDUJ4PYS9&lid=LSTCOMGGYEBDUJ4PYS9H9GDDB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGGYEBDUJ4PYS9.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
74,acer,Intel,"Base Clock 3.80 Ghz, Max Turbo Boost Frequency Up to 5.00 GHz",8,2,1 TB,1 TB,16 GB,NVIDIA GeForce RTX 3060,4 GB,39.62 cm (15.6 Inch),2560 x 1440 Pixel,2 cell,1.7 Kg,"₹1,39,990",https://www.flipkart.com/acer-predator-helios-300-core-i9-12th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-ph315-55-ph315-55-99z6-gaming-laptop/p/itm85043c4f71d4a?pid=COMGHY4DQWWBKZUK&lid=LSTCOMGHY4DQWWBKZUKT8DSUT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGHY4DQWWBKZUK.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
75,acer,Intel,"Base Clock 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",8,4,256 GB,1 TB,8 GB,Intel Integrated UHD,4 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixel,3 cell,2.15 Kg,"₹31,990",https://www.flipkart.com/acer-extensa-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-ex-215-54-thin-light-laptop/p/itm250fbb84e17e7?pid=COMGGYEBHVBR8EVN&lid=LSTCOMGGYEBHVBR8EVNRJAVBG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_4&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGGYEBHVBR8EVN.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
76,acer,Intel,2.4 GHz with Turbo Boost Upto 5 GHz,16,4,512 GB,,8 GB,NVIDIA GeForce GTX 1650,6 GB,39.62 cm (15.6 inch),1920 x 1080 Pixels,3 cell,1.9 kg,"₹52,990",https://www.flipkart.com/acer-aspire-7-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-a715-75g-50ta-a715-75g-41g-a715-75g-52aa-gaming-laptop/p/itm365d5a348ad9c?pid=COMG2KBG2K4GFFF7&lid=LSTCOMG2KBG2K4GFFF75TIZXH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMG2KBG2K4GFFF7.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
77,acer,Intel,"Base Clock 3.30 Ghz, Max Turbo Boost Frequency Up to 4.40 GHz",12,2,512 GB,,8 GB,NVIDIA GeForce RTX 3050,6 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2,1.65 kg,"₹67,990",https://www.flipkart.com/acer-aspire-7-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ex-215-54-215-54-356v-a715-51g-53ay-gaming-laptop/p/itm17678327da6a5?pid=COMGHY4DFFQC2ZHW&lid=LSTCOMGHY4DFFQC2ZHWLUNZXG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGHY4DFFQC2ZHW.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
78,acer,AMD,"Base Frequency 1.2 GHz, Max Turbo Boost Frequency Up to 2.60 GHz",6,2,256 GB,,4 GB,AMD Radeon AMD,6 GB,35.56 cm (14 Inch),1366 x 768 Pixel,3,1.65 kg,"₹23,990",https://www.flipkart.com/acer-aspire-3-dual-core-3020e-4-gb-256-gb-ssd-windows-11-home-a314-22-laptop/p/itm07e718a865608?pid=COMGBNUMF8CDJZFH&lid=LSTCOMGBNUMF8CDJZFHVNFSHE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGBNUMF8CDJZFH.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
79,acer,Intel,"Base Frequency 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",16,2,512 GB,,8 GB,Intel Integrated Iris Xe,6 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2 cell,1.9 kg,"₹50,990",https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-a515-56-thin-light-laptop/p/itm12dd44dc68337?pid=COMGCRQZPZ28VKGZ&lid=LSTCOMGCRQZPZ28VKGZLPMFCK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGCRQZPZ28VKGZ.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
80,acer,Intel,Max Turbo Boost Frequency Up to 4.20 GHz,12,8,256 GB,,8 GB,Intel Integrated Iris Xe,4 GB,39.62 cm (15.6 inch),1920 x 1080 Pixel,4,1.5 Kg,"₹48,750",https://www.flipkart.com/acer-aspire-5-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-a515-56-thin-light-laptop/p/itmdf83f58e7a903?pid=COMG5EDTDDGAD4QE&lid=LSTCOMG5EDTDDGAD4QEP5NL6A&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_9&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMG5EDTDDGAD4QE.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
81,acer,AMD,3.5,,8,512 GB,,4 GB,Intel Integrated AMD Radeon Graphics,,39.62 cm (15.6 Inch),1920 x 1080 Pixels,4,1.9 kg,"₹27,990",https://www.flipkart.com/acer-aspire-3-ryzen-dual-core-r33250u-4-gb-512-gb-ssd-windows-11-home-a315-23-notebook/p/itm3dfe6441269c3?pid=COMGB64G2N5VR6BC&lid=LSTCOMGB64G2N5VR6BCS5GWHL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=69dca245-8d3c-44c6-a9f7-8538630d6c0c.COMGB64G2N5VR6BC.SEARCH&ppt=None&ppn=None&ssid=4mjv00969s0000001663391546022&qH=c06ea84a1e3dc3c6
