index,Laptop Brand, Processor Brand ,Clock Speed,Cache,Number of Cores,SSD Capacity,HDD Capacity,RAM,Graphic Processor,Dedicated Graphic Memory Capacity,Screen Size,Screen Resolution,Battery Cell,Weight,Cost,Link
111,MSI,Intel,3.3 GHz upto max turbo frequency at 4.5 Ghz,,,512 GB,,8 GB,Intel Integrated ARC,4 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixel,3 Cell,1.86 Kg,"₹71,990",https://www.flipkart.com/msi-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-intel-integrated-arc-144-hz-thin-gf63-12hw-004in-gaming-laptop/p/itm0f4a61358df78?pid=COMGGZ23BWVE6VFF&lid=LSTCOMGGZ23BWVE6VFFYGH5LP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=en_NpMJ%2BZCZ4O0DPsRxnGPVFb7zCMs3Iu9JRvTCHR3vOrvhiIMysUImGowfAygGUELtItAuLbQ1U07KkbCZ655o%2Bw%3D%3D&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
112,MSI,Intel,2.70 GHz Max Turbo Boost Frequency Up to 4.50 GHz,,,512 GB,,8 GB,NVIDIA GeForce GTX 1650 MAX Q,6 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixel,3,1.86 Kg,"₹59,990",https://www.flipkart.com/msi-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-144-hz-gf63-thin-11sc-853in-gaming-laptop/p/itm0d8eb0874d9fe?pid=COMGEY8WNGQNKE5G&lid=LSTCOMGEY8WNGQNKE5GODBFR4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGEY8WNGQNKE5G.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
113,MSI,Intel,4.5,,,512 GB,,16 GB,NVIDIA GeForce RTX 3050 Ti,8 GB,39.62 cm (15.6 Inch),1920 x 1080 Pixels,3,2.25 Kg,"₹84,990",https://www.flipkart.com/msi-katana-gf66-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-144-hz-12ud-472in-gaming-laptop/p/itm0f7beb23c3a47?pid=COMGEY8WAEQYU5ZP&lid=LSTCOMGEY8WAEQYU5ZPXVBGRT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMGEY8WAEQYU5ZP.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
114,MSI,Intel,2.5 GHz with Turbo Boost upto 4.5 GHz,,,512 GB,,16 GB,NVIDIA GeForce RTX 3060,,39.62 cm (15.6 inch),1920 x 1080 Pixel,4 cell,1.86 KG,"₹82,990",https://www.flipkart.com/msi-gf65-thin-hexa-core-i5-10th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-3060-144-hz-10ue-290in-gaming-laptop/p/itmafaea3574689e?pid=COMG2HCTSVZ9ZARE&lid=LSTCOMG2HCTSVZ9ZARETLDHEQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMG2HCTSVZ9ZARE.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
115,MSI,Intel,2.3 GHz GHz with Max Turbo Boost Frequency Up to 4.70 GHz,,,1 TB,,16 GB,NVIDIA GeForce RTX 3070,,39.62 cm (15.6 Inch),2560 x 1440 Pixel,3,2.47 Kg,"₹1,49,990",https://www.flipkart.com/msi-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-165-hz-crosshair-15-b12ugz-1012in-gaming-laptop/p/itm6bcaf731b1221?pid=COMGGZ23WXYZFMTC&lid=LSTCOMGGZ23WXYZFMTCJRKLIO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=en_NpMJ%2BZCZ4O0DPsRxnGPVFb7zCMs3Iu9JRvTCHR3vOrtipxzR4rFV1aekl13PFe%2FSn%2BBXjNO9aUz3bovTivM%2FRQ%3D%3D&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
116,MSI,Intel,2.5 GHz with Turbo Boost upto 4.5 GHz,,,256 GB,,8 GB,NVIDIA GeForce GTX 1650 Max Q,,39.62 cm (15.6 inch),1920 x 1080 Pixel,3 cell,1.86 KG,"₹58,000",https://www.flipkart.com/msi-gf63-thin-hexa-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-max-q-144-hz-10scxr-1616in-10sc-611in-gaming-laptop/p/itmb8888c44a1a68?pid=COMG2K9ZBFJ3ZASR&lid=LSTCOMG2K9ZBFJ3ZASRMMSIPX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMG2K9ZBFJ3ZASR.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
117,MSI,Intel,5.0 GHz,,,1 TB,,16 GB,NVIDIA GeForce RTX 3060,,39.62 cm (15.6 inch),1920 x 1080 Pixel,4 cell,1.86 kg,"₹89,990",https://www.flipkart.com/msi-gf65-thin-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-6-gb-graphics-nvidia-geforce-rtx-3060-144-hz-10ue-410in-gaming-laptop/p/itm4883b261a85ea?pid=COMG5AWTPR8FHHVA&lid=LSTCOMG5AWTPR8FHHVAMZKZO3&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMG5AWTPR8FHHVA.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
118,MSI,AMD,4.4 GHz,,,1 TB,,16 GB,AMD Radeon RX6600M,,39.62 cm (15.6 inch),1920 x 1080 Pixel,3cell,2.35 kg,"₹93,990",https://www.flipkart.com/msi-alpha-15-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-amd-radeon-rx6600m-144-hz-b5eek-029in-gaming-laptop/p/itm3df644c09e208?pid=COMG5AWTKZNFCVFT&lid=LSTCOMG5AWTKZNFCVFTRVDRQJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=4c69b543-f16b-47c6-931d-57a17f82f903.COMG5AWTKZNFCVFT.SEARCH&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
119,MSI,Intel,4.8 GHz,,,512 GB,,16 GB,Intel Integrated Intel Iris Xe Graphics,,35.56 cm (14 inch),1920 x 1080 Pixel,,1.29 kg,"₹84,990",https://www.flipkart.com/msi-prestige-14-evo-intel-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-14evo-a11m-625in-thin-light-laptop/p/itm3d0d3ed73e942?pid=COMG5AYMUHAKDBNR&lid=LSTCOMG5AYMUHAKDBNRJMC1AH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=en_NpMJ%2BZCZ4O0DPsRxnGPVFb7zCMs3Iu9JRvTCHR3vOruCyix7MSZyc42lMzVAyV7BhtasEooEECQuawEyWAB00w%3D%3D&ppt=None&ppn=None&ssid=9u0h3wglc00000001663391649473&qH=c06ea84a1e3dc3c6
120,APPLE,Apple,2.0 GHz with Turbo Boost Upto 3.8 GHz,6 MB,8,256 GB,,8 GB,NA,,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,1.24 Kg,"₹1,19,900",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly33hn-a/p/itm48f8f11263927?pid=COMGFB2GMCRXZG85&lid=LSTCOMGFB2GMCRXZG859PGKWX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMGFB2GMCRXZG85.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
121,APPLE,Apple,1.8 GHz with Turbo Boost Upto 2.9 GHz,3 MB,8,512 GB,,16 GB,NA,,36.07 cm (14.2 inch),3024 x 1964 Pixel,,1.6 kg,"₹1,86,990",https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-512-gb-ssd-mac-os-monterey-mkgp3hn-a/p/itmb07cc25112c60?pid=COMG7X7HEJ8YZZHG&lid=LSTCOMG7X7HEJ8YZZHGRQ6EZN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG7X7HEJ8YZZHG.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
122,APPLE,Apple,,,8,512 GB,,16 GB,NA,,36.07 cm (14.2 inch),3024 x 1964 Pixel,,1.6 kg,"₹1,83,990",https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-512-gb-ssd-mac-os-monterey-mkgr3hn-a/p/itm9c08d68146df6?pid=COMG7X7HCZSRVVM8&lid=LSTCOMG7X7HCZSRVVM8COR6DO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG7X7HCZSRVVM8.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
123,APPLE,Apple,,,10,1 TB,,32 GB,NA,,41.15 cm (16.2 inch),3456 x 2234 Pixel,,2.2 kg,"₹3,09,490",https://www.flipkart.com/apple-2021-macbook-pro-m1-max-32-gb-1-tb-ssd-mac-os-monterey-mk1a3hn-a/p/itm00aac391057cc?pid=COMG7X7HZUE3M2HP&lid=LSTCOMG7X7HZUE3M2HPIKXYJ8&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_4&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG7X7HZUE3M2HP.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
124,APPLE,Apple,,,8,512 GB,,8 GB,NA,,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,1.24 Kg,"₹1,49,900",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mlxx3hn-a/p/itmbef05758d133c?pid=COMGFB2GNWNN9DN8&lid=LSTCOMGFB2GNWNN9DN8OLT676&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_5&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMGFB2GNWNN9DN8.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
125,APPLE,Apple,,,8,512 GB,,16 GB,NA,,33.78 cm (13.3 inch),2560 x 1600 Pixels,,1.29 Kg,"₹1,32,900",https://www.flipkart.com/apple-macbook-air-m1-16-gb-512-gb-ssd-mac-os-big-sur-z124j002kd/p/itm7f6b2617bd5c0?pid=COMG9UD4GWJFXGEH&lid=LSTCOMG9UD4GWJFXGEHWFHDNX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG9UD4GWJFXGEH.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
126,APPLE,Apple,,,8,512 GB,,8 GB,NA,,33.78 cm (13.3 inch),2560 x 1600 Pixel,,1.29 kg,"₹1,10,900",https://www.flipkart.com/apple-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-z12400092/p/itmed00b1ed83f15?pid=COMG4ZYZMHKH8FEG&lid=LSTCOMG4ZYZMHKH8FEGFW0SF5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG4ZYZMHKH8FEG.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
127,APPLE,Apple,,,10,512 GB,,16 GB,NA,,41.15 cm (16.2 inch),3456 x 2234 Pixel,,"2,1 kg","₹2,25,990",https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-512-gb-ssd-mac-os-monterey-mk1e3hn-a/p/itm42e9184917963?pid=COMG7X7HWTZNF8A8&lid=LSTCOMG7X7HWTZNF8A8VYF6PU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG7X7HWTZNF8A8.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
128,APPLE,Apple,,,10,1 TB,,16 GB,NA,,36.07 cm (14.2 inch),3024 x 1964 Pixel,,1.6 kg,"₹2,26,990",https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-1-tb-ssd-mac-os-monterey-mkgq3hn-a/p/itmd3d13e8e4c5f7?pid=COMG7X7HX4NNCVEN&lid=LSTCOMG7X7HX4NNCVENYBCZ3M&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_9&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG7X7HX4NNCVEN.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
129,APPLE,Apple,,,8,512 GB,,8 GB,NA,,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,1.24 kg,"₹1,49,900",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mly03hn-a/p/itmc40ba1d98a816?pid=COMGFB2GTM7MMJYN&lid=LSTCOMGFB2GTM7MMJYNIHQHMG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMGFB2GTM7MMJYN.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
130,APPLE,Apple,,,8,256 GB,,16 GB,NA,,33.78 cm (13.3 inch),2560 x 1600 Pixels,,1.29 Kg,"₹1,12,900",https://www.flipkart.com/apple-macbook-air-m1-16-gb-256-gb-ssd-mac-os-big-sur-z124j005kd/p/itm5feb8febbc5d9?pid=COMG9UD4UN2ZZGDM&lid=LSTCOMG9UD4UN2ZZGDMXEQ7OR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG9UD4UN2ZZGDM.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
131,APPLE,Apple,,,8,256 GB,,8 GB,NA,,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,1.24 Kg,"₹1,19,900",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxy3hn-a/p/itmacb15404dd528?pid=COMGFB2GWHPVFMJW&lid=LSTCOMGFB2GWHPVFMJWKVXDUX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMGFB2GWHPVFMJW.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
132,APPLE,Apple,,,8,512 GB,,8 GB,NA,,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,1.24 Kg,"₹1,49,900",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-512-gb-ssd-mac-os-monterey-mly43hn-a/p/itm14cf121550d1a?pid=COMGFB2GDBDYXF9D&lid=LSTCOMGFB2GDBDYXF9DPTKNCZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_13&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMGFB2GDBDYXF9D.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
133,APPLE,Apple,,,8,512 GB,,8 GB,NA,,33.78 cm (13.3 inch),2560 x 1600 Pixel,,1.29 kg,"₹1,09,990",https://www.flipkart.com/apple-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-z12a000d3/p/itma083279847e6a?pid=COMG4ZYZH9GZU6UD&lid=LSTCOMG4ZYZH9GZU6UDAFFVPJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG4ZYZH9GZU6UD.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
134,APPLE,Apple,,,10,1 TB,,16 GB,NA,,41.15 cm (16.2 inch),3456 x 2234 Pixel,,2.1 kg,"₹2,40,990",https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-1-tb-ssd-mac-os-monterey-mk193hn-a/p/itmac98e5071f1b4?pid=COMG7X7HZBSGGDUF&lid=LSTCOMG7X7HZBSGGDUFTFFHNR&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG7X7HZBSGGDUF.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
135,APPLE,Apple,,,8,512 GB,,8 GB,NA,,33.78 cm (13.3 inch),2560 x 1600 Pixel,,1.4 kg,"₹1,32,990",https://www.flipkart.com/apple-2020-macbook-pro-m1-8-gb-512-gb-ssd-mac-os-big-sur-myd92hn-a/p/itmbe44ce71a4225?pid=COMFXEKMBJNDSE6N&lid=LSTCOMFXEKMBJNDSE6NSZTMA0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMFXEKMBJNDSE6N.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
136,APPLE,Apple,,,10,1 TB,,32 GB,NA,,41.15 cm (16.2 inch),3456 x 2234 Pixel,,"2,2 kg","₹3,09,990",https://www.flipkart.com/apple-2021-macbook-pro-m1-max-32-gb-1-tb-ssd-mac-os-monterey-mk1h3hn-a/p/itmb02d4fba3c131?pid=COMG7X7HJBHPRPSU&lid=LSTCOMG7X7HJBHPRPSUCZ0U5Z&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG7X7HJBHPRPSU.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
137,APPLE,Apple,,,8,256 GB,,8 GB,NA,,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,1.24 kg,"₹1,19,900",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mly13hn-a/p/itmc4339d2e58810?pid=COMGFB2GBKDVYBDD&lid=LSTCOMGFB2GBKDVYBDDLKF8WC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMGFB2GBKDVYBDD.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
138,APPLE,Apple,,,8,512 GB,,16 GB,NA,,33.78 cm (13.3 inch),2560 x 1600 Pixels,,1.29 Kg,"₹1,32,900",https://www.flipkart.com/apple-macbook-air-m1-16-gb-512-gb-ssd-mac-os-big-sur-z124j006kd/p/itm57dd82a9cdd4d?pid=COMG9UD4HGY4GFAV&lid=LSTCOMG9UD4HGY4GFAVQ92BTZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG9UD4HGY4GFAV.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
139,APPLE,Apple,,,10,1 TB,,16 GB,NA,,41.15 cm (16.2 inch),3456 x 2234 Pixel,,2.1 kg,"₹2,45,990",https://www.flipkart.com/apple-2021-macbook-pro-m1-16-gb-1-tb-ssd-mac-os-monterey-mk1f3hn-a/p/itm4ebc9965a16d9?pid=COMG7X7H2BDZFGET&lid=LSTCOMG7X7H2BDZFGET3SZV10&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMG7X7H2BDZFGET.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
140,APPLE,Intel,,,4,1 TB,,16 GB,Intel Integrated Iris Plus,,33.02 cm (13 inch),2560 x 1600 Pixel,,1.4 kg,"₹1,81,990",https://www.flipkart.com/apple-macbook-pro-touch-bar-core-i5-10th-gen-16-gb-1-tb-ssd-mac-os-catalina-mwp82hn-a/p/itmbcb1d64fe60c6?pid=COMFRZ3NESZHBG9Z&lid=LSTCOMFRZ3NESZHBG9ZV56B85&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMFRZ3NESZHBG9Z.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
141,APPLE,Apple,,,8,256 GB,,8 GB,NA,,34.54 cm (13.6 Inch),2560 x 1664 Pixel,,1.24 Kg,"₹1,19,900",https://www.flipkart.com/apple-2022-macbook-air-m2-8-gb-256-gb-ssd-mac-os-monterey-mlxw3hn-a/p/itm9da65ee831fac?pid=COMGFB2GSG8EQXCQ&lid=LSTCOMGFB2GSG8EQXCQCYZEC9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMGFB2GSG8EQXCQ.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
142,APPLE,Intel,,,8,128 GB,,8 GB,Intel Integrated HD 6000,,33.78 cm (13.3 inch),1440 x 900 Pixel,,1.35 kg,"₹73,490",https://www.flipkart.com/apple-macbook-air-core-i5-5th-gen-8-gb-128-gb-ssd-mac-os-sierra-mqd32hn-a/p/itm0602f520428ca?pid=COMEVCPQBXBDFJ8C&lid=LSTCOMEVCPQBXBDFJ8CBM9RP1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=c94e127f-b4d4-435a-9e6a-be998c693876.COMEVCPQBXBDFJ8C.SEARCH&ppt=None&ppn=None&ssid=yk5pw177s00000001663391802474&qH=c06ea84a1e3dc3c6
